시군명,공동주택구분,공동주택명정보,읍면동주소,지번주소,사용검사일자,층수,동수,세대수,의무관리대상여부
양평군,아파트,한라비발디,양근리,797,2023-12-20,20,16,1602,Y
양평군,아파트,한신휴플러스,양평읍,885,2016-07-01,18,5,350,Y
양평군,아파트,한화 포레나,창대리,844,2023-04-17,24,7,438,Y
양평군,아파트,해모로아파트,양평읍,652,2007-08-09,12,4,120,N
양평군,아파트,행복마을,양평읍,883,2003-05-21,15,5,490,Y
양평군,아파트,현대,양평읍,140-8,1996-09-30,22,4,358,Y
양평군,아파트,현대성우1단지,강상면,1205,2010-03-31,15,2,168,Y
양평군,아파트,현대성우2단지,강상면,867,2010-03-30,15,7,270,Y
양평군,아파트,현대성우3단지,강상면,1207,2010-04-21,15,6,250,Y
양평군,아파트,현대성우오스타코아루,양평읍,376-8,2012-02-24,38,1,197,Y
양평군,아파트,훼미리아파트,양서면,567-1,1992-05-27,5,2,114,N
양평군,아파트,휴먼빌,양평읍,654,2009-03-19,15,4,168,Y
양평군,아파트,휴먼빌2차,강상면,1208,2017-02-14,20,7,487,Y
여주시,아파트,e-편한세상 여주,현암동,684,2014-08-20,15,5,299,Y
여주시,아파트,"가남현진에버빌 1, 2단지",가남읍,632,2000-11-21,17,13,1067,Y
여주시,아파트,강남아파트,교동,81,1998-10-22,15,4,378,Y
여주시,연립,개나리주택,현암동,219,1987-06-04,2,12,96,N
여주시,연립,국진주택,창동,145-1,1985-09-20,3,2,42,N
여주시,아파트,굿모닝타워아파트,가남읍,268-3,2008-06-30,17,1,185,Y
여주시,연립,낙원주택(5-7),교동,2의 1,1984-10-02,3,3,63,N
여주시,연립,낙원주택(가-라),교동,2의 1,1982-12-30,3,4,48,N
여주시,연립,대신국민주택,율촌리,344-1,1986-11-25,3,1,30,N
여주시,아파트,대우사원아파트,홍문동,286-11,1991-08-27,5,1,25,N
여주시,연립,대원연립,점봉동,466-2,1986-07-30,3,7,120,N
여주시,아파트,동남아파트,가남읍,620-17,1997-12-13,10,4,480,Y
여주시,아파트,동원아파트,홍문동,353,2001-05-25,18,7,504,Y
여주시,아파트,두풍리치빌아파트,월송동,380-5,2003-09-09,14,4,280,Y
여주시,다세대,라이프타운,현암동,164-22,2015-08-20,7,4,32,N
여주시,연립,마이다스주택,태평리,257-2,2008-09-03,4,4,88,N
여주시,아파트,반석아파트,홍문동,303-8,1989-12-29,5,2,50,N
여주시,아파트,벽산아파트,현암동,188-1,1997-11-05,18,2,682,Y
여주시,아파트,보광그랑베르아파트,월송동,388-29,2005-09-05,12,8,384,Y
여주시,연립,부림주택,상동,219-4,1982-04-29,3,4,67,N
여주시,아파트,부영아파트,점봉동,430-6,2000-10-24,15,6,810,Y
여주시,아파트,삼성명가타운아파트,교동,28,2001-08-30,15,6,316,Y
여주시,아파트,삼진아파트(5~8동),현암동,177-3,1991-05-27,5,4,165,N
여주시,연립,삼진주택,태평리,191-4,1989-09-27,3,1,24,N
여주시,아파트,삼한강변아파트,하동,122-7,1993-06-16,18,1,90,N
여주시,연립,상리주택,상동,180,1988-01-23,3,2,33,N
여주시,아파트,상우1차아파트,홍문동,377-1,1993-06-05,16,2,336,Y
여주시,아파트,상우2차아파트,홍문동,377-6,1994-11-29,6,3,132,N
여주시,아파트,서해스카이팰리스,천송동,591-7,2024-04-30,40,2,174,Y
여주시,아파트,성일우리미아파트,오학동,401,2009-10-30,15,5,200,Y
여주시,연립,성일우리미파크,점봉동,429-21,2015-08-05,4,5,68,N
여주시,아파트,세경사원아파트,가남읍 심석리,123-5,1995-03-24,5,2,80,N
여주시,아파트,세광리치타운아파트,가남읍,118,1999-07-24,15,8,678,Y
여주시,연립,세종국민주택,번도리,512-2,1986-12-30,3,2,24,N
여주시,아파트,세종그랑시아아파트,점봉동,291-1,2006-04-06,14,5,244,Y
여주시,연립,세종빌라,창동,139-4,1987-10-05,3,1,30,N
여주시,연립,여성근로자,현암동,193-2,1991-12-07,4,3,53,N
여주시,아파트,여주 신도브래뉴,오학동,361,2009-10-30,15,6,321,Y
여주시,아파트,여주KCC스위첸,천송동,599,2019-09-24,49,3,388,Y
여주시,아파트,여주아이파크,현암동,695,2020-11-27,23,6,526,Y
여주시,아파트,여주역LH3단지,교동,194,2023-04-28,18,8,705,N
여주시,아파트,여주역금호어울림베르티스,교동,572,2022-08-26,27,7,605,Y
여주시,아파트,여주역센트레빌트리니체,교동,673,2024-02-28,20,6,404,Y
여주시,아파트,여주역우남퍼스트빌,교동,670-1,2023-04-14,18,8,602,Y
여주시,아파트,여주역푸르지오클라테르,교동,531,2021-12-30,20,8,551,Y
여주시,아파트,여주역휴먼빌아트라움,교동,662-1,2023-05-26,19,8,640,Y
여주시,아파트,여주오드카운티,오학동,408,2014-03-12,15,11,600,Y
여주시,아파트,여주현진에버빌,오학동,100-5,1998-02-09,20,2,495,Y
여주시,연립,여흥빌라,상동,180-2,1988-01-23,3,3,42,N
여주시,아파트,영동아파트,현암동,177-23,1997-01-14,6,2,96,N
여주시,아파트,영진리버빌아파트,연양동,348-4,2006-03-24,15,6,498,Y
여주시,아파트,예일세띠앙아파트,교동,127,2006-01-27,15,8,472,Y
여주시,아파트,우찬셀레스,신지리,1184,2016-07-20,9,1,69,N
여주시,아파트,월드타워,천송동,515-1,2017-10-20,15,1,119,N
여주시,연립,월송주택,월송동,82,1986-01-22,3,2,42,N
여주시,연립,유일연립,홍문동,428-3,1981-10-27,2,5,36,N
여주시,아파트,을성아파트,태평리,106-1,1986-11-25,3,2,65,N
여주시,아파트,이안여주강변아파트,현암동,195,2009-08-05,25,7,586,Y
여주시,아파트,인창아파트,점봉동,114,1991-11-21,12,1,118,N
여주시,연립,일신연와,연양동,159-21,1993-06-18,4,2,48,N
여주시,연립,장미주택,교동,산4-33,1985-09-20,3,2,36,N
여주시,아파트,정광휴레나아파트,멱곡동,376-8,2008-10-30,15,4,225,Y
여주시,연립,중앙파크타운,천송동,597,2014-01-21,4,5,99,N
여주시,아파트,중앙하이빌,천송동,517-5,2012-06-11,15,1,52,N
여주시,연립,태선연립,태평리,193-2,1987-12-11,3,1,18,N
여주시,연립,토산주택,현암동,152-1,1983-08-27,3,3,36,N
여주시,아파트,하나아파트,하동,121-1,1992-09-14,15,2,99,N
여주시,아파트,하리현대아파트,하동,123,1995-12-02,19,4,305,Y
여주시,연립,한강주택,하동,133-1,1986-12-29,3,4,72,N
여주시,아파트,한성아파트,월송동,127-9,2000-03-27,15,6,420,Y
여주시,연립,현대홈타운2차,창동,141,2021-07-01,6,1,32,N
여주시,연립,현암빌라,현암동,155-4,1991-07-19,3,2,45,N
여주시,아파트,호반리젠시빌아파트,교동,Feb-81,2003-10-18,15,7,549,Y
여주시,아파트,홍문삼한아파트,홍문동,산8-1,1991-11-30,5,4,156,N
여주시,아파트,홍문현대아파트,홍문동,181,1996-10-02,23,6,673,Y
연천군,아파트,LH연천수레울 1단지,연천읍 옥산리,860-3,2022-12-14,15,2,140,N
연천군,아파트,e편한세상연천웰스하임,연천읍 옥산리,860,2023-05-02,23,6,499,Y
연천군,아파트,가람채,전곡읍 은대리,530-9,2009-07-24,14,2,114,N
연천군,아파트,강민,전곡읍 전곡리,449-18,1997-12-23,9,1,73,N
연천군,아파트,대삼,전곡읍 전곡리,392-1,1991-06-19,5,1,40,N
연천군,연립,동원주택,전곡읍 전곡리,415-9,1986-12-24,3,5,78,N
연천군,연립,동화연립,전곡읍 전곡리,318-1,1983-10-12,2,3,30,N
연천군,아파트,로하스,연천읍 현가리,498,2014-11-20,15,2,91,N
연천군,아파트,방림,전곡읍 전곡리,324-43,1991-09-11,5,1,60,N
연천군,연립,백련주택,전곡읍 은대리,513-1,1988-10-11,3,3,54,N
연천군,연립,백산주택,전곡읍 전곡리,295-14,1992-05-28,3,1,36,N
연천군,연립,삼진주택,전곡읍 전곡리,326-1,1986-11-21,2,3,36,N
연천군,아파트,샤인,전곡읍 전곡리,325-10,2009-09-10,9,1,53,N
연천군,아파트,석미모닝파크,전곡읍 전곡리,685,2006-06-02,15,4,171,Y
연천군,아파트,석미모닝파크3차,전곡읍 전곡리,707,2020-07-02,20,3,257,Y
연천군,아파트,아느칸빌,청산면 백의리,Jan-50,2006-02-06,5,6,146,N
연천군,연립,연천BIX행복주택,연천읍 통현리,1073,2025-06-30,5,2,100,N
연천군,아파트,연천전곡1단지휴먼시아,전곡읍 전곡리,704,2009-09-23,10,13,428,N
연천군,아파트,연천조흥,연천읍 옥산리,459-1,1996-06-24,13,2,213,Y
연천군,아파트,영도프라자,전곡읍 전곡리,480-35,1998-12-30,10,1,42,N
연천군,아파트,영풍,전곡읍 전곡리,325-4,1991-09-11,6,1,78,N
연천군,아파트,원철그린빌,연천읍 차탄리,756,2002-11-13,7,1,22,N
연천군,아파트,유명,전곡읍 전곡리,318-7,1994-01-06,11,1,90,N
연천군,아파트,은서,전곡읍 전곡리,324-8,1999-01-09,9,1,48,N
연천군,아파트,전곡명정,전곡읍 전곡리,411-3,1995-11-06,15,3,165,Y
연천군,아파트,전곡석미한아름,전곡읍 전곡리,330-3,2002-06-10,15,2,225,Y
연천군,아파트,전곡예일세띠앙,전곡읍 전곡리,684,2006-04-10,20,5,359,Y
연천군,연립,전곡주택,전곡읍 전곡리,318-41,1986-01-07,3,2,24,N
연천군,연립,전일주택,전곡읍 전곡리,387-1,1986-01-07,3,3,69,N
연천군,아파트,제일풍경채 리버파크,전곡읍 전곡리,82,2024-12-20,27,10,845,Y
연천군,아파트,조흥,전곡읍 전곡리,263-5,1992-06-15,6,7,287,N
연천군,아파트,진상,전곡읍 전곡리,267-6,1993-09-28,5,2,79,N
연천군,아파트,청와,전곡읍 전곡리,324-26외1,1991-05-13,5,3,45,N
연천군,연립,초원주택,연천읍 현가리,Jan-86,1986-11-07,3,4,99,N
연천군,아파트,코아루더클래스,전곡읍 은대리,2502,2020-03-06,17,8,307,Y
연천군,연립,태양주택,연천읍 차탄리,628,1989-01-20,3,2,38,N
연천군,아파트,태창,청산면 초성리,173-12,2003-06-30,5,2,80,N
연천군,연립,평화주택,전곡읍 은대리,539-27,1986-08-12,3,6,66,N
연천군,연립,풍진주택,연천읍 차탄리,625,1989-01-23,3,2,30,N
오산시,아파트,(수청)삼익,수청동,15-1,1992-11-05,15,2,220,Y
오산시,아파트,21리버빌,은계동,117,2004-09-13,20,1,198,Y
오산시,아파트,KS건영아느칸빌,원동,825,2004-12-10,20,4,211,Y
오산시,아파트,LG아파트,청호동,Mar-37,1992-04-16,5,5,160,N
오산시,아파트,e편한세상 오산세교,지곶동,577,2018-03-30,25,23,2050,Y
오산시,아파트,가수늘푸른오스카빌,가수동,398,2006-03-17,15,14,898,Y
오산시,아파트,가수주공,가수동,113,1990-10-05,5,16,620,Y
오산시,아파트,고현 I'PARK,고현동,270,2009-01-14,15,12,648,Y
오산시,아파트,금성아파트,오산동,447-6,1986-12-15,6,3,108,N
오산시,아파트,금암마을3단지(A-2BL),금암동,509,2010-05-20,20,14,1262,N
오산시,아파트,금암마을4단지(A-5BL),금암동,513,2010-04-30,20,12,1071,N
오산시,아파트,금암마을7단지(A-6BL),금암동,522,2009-10-16,15,9,736,N
오산시,아파트,꿈에그린 더 센트럴,금암동,498,2011-04-28,25,3,297,Y
오산시,아파트,대동다숲주상복합아파트,오산동,865-1,2006-04-12,15,1,169,Y
오산시,아파트,"대우(1,2차)",수청동,534(514),1993-10-14,15,16,1144,Y
오산시,아파트,대우(3차),궐동,28-3,1997-10-14,15,2,296,Y
오산시,아파트,대우푸르지오,원동,826-1,2005-09-20,15,12,839,Y
오산시,아파트,대원,원동,30,2000-09-16,15,9,894,Y
오산시,아파트,더샵오산센트럴,수청동,622,2020-07-24,25,7,596,Y
오산시,아파트,더샵오산엘리포레,서동,641,2023-12-29,29,7,927,Y
오산시,아파트,동부(2차),갈곶동,220,2000-07-18,20,8,753,Y
오산시,아파트,동부삼환,원동,807,1996-11-29,15,16,1168,Y
오산시,아파트,두산동아,원동,805-2,1999-07-26,18,8,516,Y
